household_ID,poor_stat,num_rooms,bathroom,refrig,no_elect,no_toilet,comp,dep_rate,tv,mobile,num_hh,urban,mean_educ,num_children,num_adults,num_elderly,disabled,mar_stat,age
2e50f3926,0,6,1,1,0,0,0,0.5,1,1,2,1,14,0,2,1,0,0,60
9eb450831,0,3,1,1,0,0,0,0,0,1,1,1,13,0,1,0,1,1,63
cebe8cd76,0,6,1,1,0,0,1,0,1,1,2,1,16.5,0,2,0,0,0,39
de5f39915,0,5,1,1,0,0,1,0.3333333333333333,1,1,4,1,13.666667000000002,1,3,0,0,0,51
3eccaf038,0,7,1,1,0,0,0,0,0,1,3,1,14.333332999999998,0,3,0,0,0,57
fda272904,0,4,1,1,0,0,0,0,0,1,2,1,14,0,2,0,0,0,47
2f4baea07,0,5,1,1,0,0,0,0,0,1,2,1,12.5,0,2,0,0,0,35
01ff6a086,0,5,1,1,0,0,0,1,1,1,2,1,2.5,0,2,2,0,0,65
f623c549b,0,5,1,1,0,0,1,0,1,1,2,1,12,0,2,0,0,0,62
bf1d89cb8,0,8,1,1,0,0,0,0.3333333333333333,0,1,4,1,8.666667,1,3,0,0,0,48
8e5f8c731,0,6,1,1,0,0,0,0.5,0,1,2,1,12,0,2,1,0,0,70
5f4043e63,0,5,1,1,0,0,0,0.4,0,1,5,1,6,0,5,2,0,0,65
42881d49f,0,4,1,1,0,0,0,1,0,1,4,1,9.5,2,2,0,0,0,29
74a4bb60a,0,4,1,1,0,0,1,1,0,1,2,1,15,1,1,0,0,0,31
2477f3a5c,0,3,1,1,0,0,1,1,1,1,4,1,7.5,2,2,0,0,0,36
0efe3162b,0,4,1,1,0,0,0,1,1,1,2,1,12,1,1,0,0,0,61
b0e5fd9b2,0,4,1,1,0,0,0,0.25,0,1,5,1,7.75,1,4,0,0,0,49
9041af664,0,8,1,1,0,0,0,1.5,1,1,5,1,18,3,2,0,0,0,45
5463ebd0e,0,5,1,1,0,0,0,1,1,1,1,1,19,0,1,1,0,0,87
d2ed106ac,0,4,1,1,0,0,0,1,0,0,2,1,14.5,0,2,2,0,0,72
d3f101545,0,7,1,1,0,0,0,1,0,1,4,1,17,2,2,0,0,0,36
2fe198a91,0,3,1,1,0,0,0,0,0,1,1,1,15,0,1,0,0,0,36
264018917,0,5,1,1,0,0,0,1,1,1,2,1,10,0,2,2,0,0,70
57dddad7c,0,5,1,1,0,0,0,0.5,0,1,2,1,10,0,2,1,1,1,75
bf757e4cc,0,5,1,1,0,0,0,0.5,1,1,3,1,15.5,1,2,0,0,0,42
17498cd7c,0,5,1,1,0,0,1,1,0,1,4,1,17,2,2,0,0,0,37
5c3f7725d,0,7,1,1,0,0,0,2.5,1,1,7,1,8.5,5,2,0,0,0,45
fcf75bab3,0,7,1,1,0,0,0,0.5,0,1,3,1,9.5,1,2,0,0,0,34
fd22b4607,0,5,1,1,0,0,0,1,0,1,4,1,5.5,2,2,0,0,0,34
0eaddb7f6,0,8,1,1,0,0,0,1,1,1,2,1,10,0,2,2,0,0,82
9d965603f,0,6,1,1,0,0,0,0.5,1,1,3,1,11,1,2,0,0,0,51
6cc3b7ba7,0,6,1,1,0,0,1,1,1,1,2,1,17,1,1,0,0,0,37
6b79cb666,0,7,1,1,0,0,1,0.5,1,1,5,1,16.5,1,4,1,0,0,69
39f697073,0,5,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,76
b0bef5a48,1,2,1,1,0,0,0,1,0,1,2,1,8,1,1,0,0,0,21
4476ccd4c,0,10,1,1,0,0,0,0.8571428571428571,1,1,11,1,6.2857141,4,7,2,0,0,68
92001a726,0,4,1,1,0,0,0,1,0,1,6,1,6,3,3,0,0,0,61
209c483e7,0,5,1,1,0,0,0,0,0,1,2,1,9,0,2,0,0,0,55
31730de9f,0,6,1,1,0,0,1,0,1,1,1,1,8,0,1,0,0,0,64
17e26c0f0,0,4,1,1,0,0,0,1,0,1,2,1,23,1,1,0,0,0,26
34414c259,0,3,1,1,0,0,0,0.5,0,1,2,1,8.5,0,2,1,1,1,53
7098674d2,0,7,1,1,0,0,0,0.5,1,1,2,1,16,0,2,1,0,0,68
6f1edad4e,0,9,1,1,0,0,0,0.5,0,1,4,1,10.25,0,4,2,0,0,63
13c5661af,0,6,1,1,0,0,0,1,0,1,4,1,11.5,2,2,0,0,0,37
8ac40302b,0,4,1,1,0,0,1,1,0,1,4,1,10.5,2,2,0,0,0,35
200099351,0,5,1,1,0,0,0,1,1,1,2,1,9,0,2,2,0,0,74
43eede72e,0,5,1,1,0,0,0,1,0,1,2,1,3.5,0,2,2,0,0,73
223dab3ac,0,4,1,1,0,0,0,1,0,0,1,1,6,0,1,1,1,1,82
4b2b9ddff,0,5,1,1,0,0,0,0.5,0,1,3,1,8.5,1,2,0,0,0,29
15ca3021c,0,5,1,1,0,0,0,0.5,1,1,3,1,16.5,1,2,0,0,0,34
1012a6463,0,3,1,0,0,0,0,0.5,0,1,2,1,11.5,0,2,1,0,0,74
6a61e3d72,0,5,1,1,0,0,0,0.5,0,1,3,1,11,1,2,0,0,0,27
135334d8e,1,5,1,1,0,0,0,0.75,0,1,4,1,4.5,0,4,3,0,0,80
417dbe72b,0,5,1,1,0,0,0,0,1,1,1,1,13,0,1,0,0,0,48
a4a41af05,0,4,1,1,0,0,0,0.6666666666666666,0,1,3,1,7,0,3,2,0,0,66
57d87865e,0,5,1,1,0,0,0,1,1,1,1,1,6,0,1,1,0,0,74
7bf86807a,0,5,1,1,0,0,0,1.5,1,1,5,1,4.5,3,2,0,0,0,36
d24c3215c,0,5,1,1,0,0,0,0.5,0,1,3,1,10.5,1,2,0,0,0,32
9a60dbbc3,0,4,1,1,0,0,0,0,1,1,2,1,10.5,0,2,0,0,0,29
c64f7aa91,0,4,1,1,0,0,0,0.5,0,1,3,1,6.5,1,2,0,0,0,35
0f9494d3a,1,5,1,1,0,0,0,0.6666666666666666,0,1,5,1,4.3333335,2,3,0,0,0,33
e62ca0063,0,5,1,1,0,0,0,1,1,1,4,1,10,2,2,0,0,0,50
c865ef208,1,5,1,1,0,0,0,0.5,0,1,3,1,7.5,1,2,0,0,0,30
651241391,0,2,1,1,0,0,0,0,0,1,1,1,11,0,1,0,0,0,53
061f8ffcf,0,7,1,1,0,0,0,0.25,1,1,4,1,8,0,4,1,0,0,63
424acc2cf,0,4,1,1,0,0,0,0,0,1,1,1,8,0,1,0,0,0,60
0b42ed3af,0,4,1,1,0,0,0,0.5,0,1,2,1,3.5,0,2,1,0,0,64
a682960cb,0,4,1,1,0,0,0,0.3333333333333333,0,1,3,1,8.333333,0,3,1,1,1,65
9568e14f3,0,6,1,1,0,0,0,0.5,0,1,3,1,8,1,2,0,0,0,46
75f505df4,0,7,1,1,0,0,0,1,1,1,6,1,7,3,3,0,0,0,53
247d706e0,0,8,1,1,0,0,1,0.2,1,1,6,1,14.2,1,5,0,0,0,61
6f541403e,0,5,1,1,0,0,0,0,1,1,2,1,12,0,2,0,0,0,61
37731f46d,0,5,1,1,0,0,0,2,0,1,5,1,11.5,3,2,1,0,0,67
235cbd214,0,3,1,1,0,0,0,0,0,1,1,1,9,0,1,0,0,0,25
447e3446f,1,5,1,0,1,0,0,0,0,1,1,1,6,0,1,0,0,0,58
e3a9c8aba,0,7,1,1,0,0,1,0.5,1,1,2,1,18.5,0,2,1,0,0,65
78711dc54,0,4,1,1,0,0,0,0.5,0,1,3,1,17,1,2,0,0,0,29
53659cebb,0,5,1,1,0,0,0,0,0,1,1,1,21,0,1,0,0,0,55
5e7506413,0,7,1,1,0,0,0,0,0,1,2,1,16,0,2,0,0,0,55
5f1665f1d,0,9,1,0,0,0,0,0.3333333333333333,0,1,4,1,4.6666665,1,3,0,0,0,58
f209c8c27,0,6,1,1,0,0,0,1,0,1,3,1,17.5,1,2,1,0,0,55
b8adfe034,0,4,1,1,0,0,1,1,0,1,2,1,8,1,1,0,0,0,36
1cd853db3,0,5,1,1,0,0,0,0,1,1,4,1,9.25,0,4,0,0,0,59
4c50bf7e4,1,4,1,1,0,0,0,0.5,0,1,2,1,6,0,2,1,0,0,72
fbe69128f,0,5,1,1,0,0,1,0.5,0,1,2,1,12,0,2,1,0,0,47
59031eea1,0,5,1,1,0,0,0,0,1,1,3,1,9,0,3,0,0,0,57
9e616a0fa,0,6,1,1,0,0,0,0.25,0,1,5,1,9.75,1,4,0,0,0,52
778919bcb,0,4,1,1,0,0,0,0,0,1,3,1,7.666666499999999,0,3,0,0,0,54
10949c36b,0,4,1,1,0,0,0,1,0,1,2,1,1,0,2,2,0,0,85
06804be1b,0,5,1,1,0,0,0,1.5,1,1,5,1,12,3,2,0,0,0,38
3641ce2d1,1,4,1,1,0,0,0,1,0,1,2,1,2,0,2,2,1,1,81
daafc1281,0,5,1,1,0,0,0,1,0,1,4,1,9,2,2,0,0,0,46
f62f54f9e,0,3,1,1,0,0,0,0,0,1,3,1,10.333333,0,3,0,0,0,43
362fd099b,1,5,1,1,0,0,0,1,0,1,4,1,9.5,2,2,0,0,0,62
c42c5760e,0,6,1,1,0,0,0,2,0,1,5,1,9,3,2,1,0,0,67
1239df1cc,0,3,1,1,0,0,0,1,1,1,4,1,12,2,2,0,0,0,37
2cf8c814f,0,3,1,1,0,0,1,1,0,1,1,1,17,0,1,1,0,0,76
b3a0fd87e,0,7,1,1,0,0,1,0,0,1,3,1,16,0,3,0,0,0,63
7968d49d0,0,8,1,1,0,0,0,0.6,1,1,7,1,8.6000004,2,5,1,0,0,94
fd10905bc,1,4,1,1,0,0,0,0.6666666666666666,0,1,4,1,4.3333335,1,3,1,1,1,85
87d4fc249,0,7,1,1,0,0,0,1,0,1,2,1,12.5,0,2,2,0,0,73
1d644ed80,0,8,1,1,0,0,1,2,0,1,3,1,17,2,1,0,0,0,41
f525a50fb,0,6,1,1,0,0,0,0.5,0,1,3,1,17.5,1,2,0,0,0,47
3a50d6d95,0,7,1,1,0,0,0,1,1,1,1,1,12,0,1,1,0,0,69
311198ced,0,5,1,1,0,0,0,0,0,1,3,1,15.666667000000002,0,3,0,0,0,55
2d8493ec0,0,6,1,1,0,0,0,0.3333333333333333,0,1,3,1,11.666667,0,3,1,0,0,70
b64f4194f,0,11,1,1,0,0,0,0,0,1,2,1,8,0,2,0,1,1,48
48446f702,0,11,1,1,0,0,0,0,0,1,1,1,11,0,1,0,0,0,28
17f5db873,0,11,1,1,0,0,0,0,0,1,1,1,11,0,1,0,0,0,24
f3f860f58,0,6,1,1,0,0,1,0.5,0,1,3,1,15,1,2,0,0,0,40
4d6c3f4af,0,9,1,1,0,0,1,0,0,1,1,1,12,0,1,0,0,0,51
53dc04233,0,6,1,1,0,0,0,0.6666666666666666,0,1,3,1,14.333332999999998,0,3,2,1,1,67
ff31b984b,0,7,1,1,0,0,0,1.5,1,1,3,1,14.5,1,2,2,1,1,75
3f6eb55ad,1,2,1,1,0,0,0,0.5,0,1,2,1,7,0,2,1,0,0,44
e8725f7cb,0,4,1,1,0,0,0,1,1,1,4,1,6,1,3,2,0,0,68
56689a31a,0,4,1,1,0,0,0,0,0,1,3,1,5.3333335,0,3,0,0,0,59
6db9fb060,0,4,1,1,0,0,0,0.5,0,1,2,1,4,0,2,1,0,0,53
06dba0576,0,4,1,1,0,0,0,0.6666666666666666,1,1,5,1,9,2,3,0,0,0,29
5dbf9fa26,0,3,1,1,0,0,0,1,1,1,4,1,8.5,2,2,0,0,0,37
c80a8d026,0,7,1,1,0,0,1,0,0,1,4,1,11.75,0,4,0,0,0,52
cd0157ab9,0,5,1,1,0,0,0,0.5,1,1,4,1,6.75,0,4,2,1,1,90
d4283f728,0,6,1,1,0,0,0,1,1,1,2,1,6.5,0,2,2,1,1,77
a944ce6f8,0,5,1,1,0,0,1,0.5,0,1,3,1,15.5,1,2,0,0,0,40
347ca480a,0,5,1,1,0,0,0,0,0,1,3,1,7.666666499999999,0,3,0,0,0,37
249f9ffa4,0,4,1,1,0,0,0,0,1,1,2,1,10,0,2,0,0,0,60
27a4747da,0,4,1,1,0,0,1,0,0,1,1,1,14,0,1,0,0,0,30
91fc4c109,0,6,1,1,0,0,0,0,0,1,1,1,15,0,1,0,0,0,62
be07eda33,0,7,1,1,0,0,0,0,0,1,2,1,11.5,0,2,0,0,0,35
b03e62236,1,4,1,1,0,0,0,0.3333333333333333,0,1,4,1,11.666667,1,3,0,0,0,60
9f313f493,0,8,1,1,0,0,1,0.4,1,1,7,1,10.6,2,5,0,0,0,43
ea4957b4a,0,5,1,1,0,0,0,0.5,0,1,2,1,8,0,2,1,0,0,66
1670445b9,0,3,1,1,0,0,0,1,0,1,1,1,6,0,1,1,0,0,70
eaf319a82,1,3,1,1,0,0,0,0,0,1,1,1,3,0,1,0,1,1,61
dc0da7d89,0,5,1,1,0,0,0,1,0,1,2,1,20,1,1,0,0,0,20
43594ebab,0,6,1,1,0,0,1,0.5,0,1,5,1,9.75,1,4,1,0,0,72
4b64b46f5,0,4,1,1,0,0,0,0,0,1,3,1,9,0,3,0,1,1,54
dc6ff5bb5,0,8,1,1,0,0,0,0.25,1,1,4,1,9.25,0,4,1,0,0,65
0fb516a6a,0,5,1,1,0,0,0,1,1,1,4,1,11,2,2,0,0,0,30
4ea154bc1,0,4,1,1,0,0,0,0.5,1,1,3,1,8.5,1,2,0,0,0,42
2e8b3463c,0,5,1,1,0,0,0,0.75,0,1,7,1,10,3,4,0,0,0,56
3bc82710c,0,6,1,1,0,0,0,0,0,1,2,1,9.5,0,2,0,0,0,29
371cc5e17,0,8,1,1,0,0,0,0.3333333333333333,0,1,4,1,12.666667,1,3,0,0,0,46
6af8c1c50,0,6,1,0,0,0,0,1,1,1,4,1,8.5,2,2,0,0,0,46
b1951fcb7,0,4,1,1,0,0,0,0,0,1,2,1,13.5,0,2,0,0,0,51
faa3a287f,0,3,1,1,0,0,0,0,0,1,1,1,17,0,1,0,0,0,42
04b02301b,0,11,1,1,0,0,1,0.3333333333333333,0,1,3,1,11,0,3,1,0,0,69
49215c8ae,0,4,1,1,0,0,0,0.5,0,1,3,1,4,1,2,0,0,0,49
5df0035ba,0,5,1,1,0,0,0,0.3333333333333333,1,1,4,1,11.333333,1,3,0,0,0,34
1480909ff,0,8,1,1,0,0,0,0,0,1,3,1,7.666666499999999,0,3,0,0,0,47
3d89b64ce,1,5,1,1,0,0,0,0.5,0,1,2,1,5.5,0,2,1,1,1,82
71f92b58d,0,6,1,1,0,0,0,0.3333333333333333,1,1,4,1,10,1,3,0,0,0,46
f85fc9f64,0,6,1,1,0,0,0,0.5,0,1,6,1,12.5,2,4,0,0,0,44
6163ea6ed,0,4,1,1,0,0,1,0,1,1,4,1,11.5,0,4,0,0,0,64
7b2cce7ab,0,4,1,1,0,0,0,0.5,1,1,3,1,6,1,2,0,0,0,40
39d5e5817,0,4,1,1,0,0,1,0.5,1,1,3,1,17.5,1,2,0,0,0,37
30301d100,0,6,1,1,0,0,0,1,1,1,1,1,11,0,1,1,0,0,69
0fa41d365,0,5,1,1,0,0,0,3,0,1,4,1,21,3,1,0,0,0,39
74dfad4da,0,7,1,0,0,0,0,1,0,1,2,1,9,1,1,0,0,0,40
6f3cd6756,0,5,1,1,0,0,0,1,0,1,4,1,13,2,2,0,0,0,30
7b34d920f,1,5,1,1,0,0,0,0.5,0,1,3,1,16,1,2,0,0,0,53
573526e69,1,3,1,1,0,0,0,3,1,1,4,1,7,3,1,0,0,0,31
d9bb7c815,0,7,1,1,0,0,1,0,1,1,3,1,11.333333,0,3,0,0,0,54
9c7f9fa85,0,5,1,1,0,0,0,0.5,1,1,5,1,11.25,1,4,1,0,0,69
5f92b379b,1,2,1,1,0,0,0,2,0,1,3,1,5,2,1,0,0,0,30
27192a2de,1,2,1,0,0,0,0,0,0,1,2,1,5,0,2,0,0,0,50
01c6fcb6e,0,3,1,1,0,0,0,1,0,1,1,1,6,0,1,1,0,0,70
c4fb8924e,0,6,1,1,0,0,0,0.75,0,1,7,1,7.25,3,4,0,0,0,35
5a306db94,0,5,1,1,0,0,0,0.5,1,1,3,1,15.5,1,2,0,0,0,52
3a765616f,0,7,1,1,0,0,0,1,0,1,4,1,10.5,2,2,0,0,0,41
fdf19ce0c,0,6,1,1,0,0,0,0,0,1,1,1,15,0,1,0,0,0,34
df451f619,0,1,1,0,0,0,0,1,0,0,1,1,2,0,1,1,0,0,83
3bb904dac,0,4,1,1,0,0,0,0,0,1,1,1,8,0,1,0,0,0,54
a6fa5d237,0,4,1,1,0,0,0,0,1,1,2,1,8,0,2,0,0,0,62
a382bbff2,0,5,1,1,0,0,0,1,0,1,1,1,15,0,1,1,0,0,68
d0c2026c3,1,4,1,1,0,0,0,2,0,1,6,1,7.5,4,2,0,0,0,37
b0edfcbec,0,3,1,1,0,0,1,0.5,0,1,3,1,15.5,1,2,0,0,0,45
0d2895839,0,4,1,1,0,0,0,0.3333333333333333,0,1,4,1,8,1,3,0,0,0,31
822c39334,0,3,1,1,0,0,0,0.5,0,1,3,1,9.5,1,2,0,0,0,31
ea0f0bfe7,1,5,1,1,0,0,0,0.6666666666666666,0,0,5,1,6,2,3,0,0,0,56
103b36040,0,4,1,1,0,0,0,0,1,1,3,1,6.3333335,0,3,0,0,0,53
3be430e4c,0,2,1,1,0,0,0,1,0,0,1,1,5,0,1,1,0,0,73
38633b9d7,0,4,1,1,0,0,0,1,0,1,4,1,8,2,2,0,0,0,63
63edd2d28,0,6,1,1,0,0,0,0.5,0,1,2,1,13.5,0,2,1,0,0,66
615188ceb,0,5,1,1,0,0,0,1,0,1,4,1,7.5,2,2,0,0,0,32
7ea80dd5c,0,3,1,1,0,0,0,1,1,1,2,1,7,1,1,0,1,1,34
